	1	2	3	4	5	6	7	8	9
TREX2	1	3	1	0	2	2	3	8	2
HAUS7	1	3	5	6	2	3	3	3	3
U82695.1	0	0	0	0	0	0	0	0	0
BGN	1278	1174	1135	802	876	577	4292	3612	3064
ATP2B3	3	4	8	1	1	3	7	15	10
CCNQ	239	241	294	287	297	254	303	243	276
AF274858.1	31	30	22	26	54	38	49	28	28
KRT18P48	0	0	0	0	0	0	0	0	0
DUSP9	1	1	4	4	5	3	6	8	14
RPL18AP16	0	0	0	0	0	0	0	0	0
RN7SL687P	0	0	0	0	0	0	0	0	0
PNCK	82	59	61	69	65	28	63	43	43
SLC6A8	4312	3463	3365	2944	3314	2397	5456	4215	3608
BCAP31	5522	4940	5329	3756	4357	3898	3705	3316	3773
ABCD1	415	394	449	363	496	367	681	505	410
U52111.1	0	0	0	10	10	16	7	10	9
PLXNB3	1419	1133	1043	1131	1260	971	1487	1237	921
SRPK3	1	11	8	5	14	9	18	24	7
IDH3G	1836	1620	1603	1449	1650	1346	1693	1533	1543
SSR4	2749	2580	3044	2062	2379	2320	2227	1945	2209
PDZD4	1888	1528	1410	1426	1547	1451	1831	1708	1773
CYCSP45	0	0	0	0	0	0	1	1	1
L1CAM	991	967	1460	168	218	171	344	329	438
U52112.1	0	0	0	0	0	0	0	0	0
LCA10	1	1	0	0	0	0	0	0	0
AVPR2	0	0	0	0	0	0	0	0	0
ARHGAP4	31	18	20	30	31	17	36	38	21
NAA10	440	509	529	490	563	517	532	494	528
RENBP	426	314	373	289	281	119	821	511	484
HCFC1	3196	2845	3030	3119	3770	3646	3566	3386	4045
HCFC1-AS1	2	1	1	1	3	2	1	0	0
TMEM187	232	176	170	168	209	207	239	185	199
MIR3202-1	0	0	0	0	0	0	0	0	0
MIR3202-2	0	0	0	0	0	0	0	0	0
IRAK1	3145	3185	4094	2335	2958	3114	2643	2600	3524
MIR718	0	0	0	0	0	0	0	0	0
MECP2	2729	2211	2325	2239	2509	2419	2439	2071	2510
OPN1LW	0	0	0	0	0	0	0	0	0
TEX28P2	0	0	0	0	0	0	0	0	0
OPN1MW	0	0	0	0	0	0	0	0	0
TEX28P1	0	0	0	0	0	0	0	0	0
OPN1MW2	0	0	0	0	0	0	0	0	0
AC244097.1	0	0	0	0	0	0	0	0	0
OPN1MW3	0	0	0	0	0	0	0	0	0
TEX28	0	0	0	0	0	0	0	0	0
TKTL1	24	23	21	9	9	11	27	37	63
AC245140.1	0	3	0	0	1	1	0	3	0
FLNA	105579	91968	83685	65903	77889	74261	60232	54464	49651
AC245140.3	12	6	11	2	8	8	8	4	6
EMD	1666	1459	1763	1416	1630	1697	1454	1289	1586
RPL10	13384	11693	16525	17012	18413	20239	13983	12165	17668
AC245140.2	20	18	15	20	10	18	18	12	11
SNORA70	0	0	0	0	0	0	0	0	0
DNASE1L1	750	625	733	811	779	648	555	457	449
TAZ	252	232	334	219	287	303	345	300	414
CH17-340M24.3	118	91	55	63	63	48	102	102	71
ATP6AP1	11606	9231	9292	8117	8879	7735	9929	8030	8471
GDI1	14663	12219	12747	11536	12638	12189	16469	14304	15697
FAM50A	1723	1566	2371	1405	1749	2194	1852	1660	2599
MIR6858	0	0	0	0	0	0	1	0	0
PLXNA3	2756	2426	2383	2192	2372	2045	2654	2169	1933
LAGE3	500	402	536	438	511	454	511	429	468
UBL4A	904	836	1194	909	1054	1147	1061	919	1237
SLC10A3	313	346	406	446	527	569	289	271	351
RN7SL697P	0	0	0	0	0	0	0	0	0
FAM3A	975	826	899	896	1075	972	1067	945	965
AC244090.2	0	1	1	0	1	1	3	1	2
G6PD	3544	3267	3971	3172	3919	4111	2364	2283	3137
IKBKG	130	96	103	104	143	118	112	114	116
FAM223A	0	0	0	0	0	0	0	0	0
ATF4P2	0	0	0	0	0	0	0	0	0
CTAG1A	0	0	0	0	0	0	0	0	0
AC244090.1	0	0	0	0	0	0	0	0	0
CTAG1B	0	0	0	0	0	0	0	0	0
AC244107.2	0	0	0	0	0	0	0	0	0
ATF4P1	0	0	0	0	0	0	0	0	0
FAM223B	0	0	0	0	0	0	0	0	0
IKBKGP1	0	0	1	0	0	1	0	1	0
CTAG2	0	0	0	0	0	0	0	0	0
AC244107.1	0	0	0	0	0	0	0	0	0
OR3B1P	0	0	0	0	0	0	0	0	0
GAB3	12	18	6	7	14	5	5	8	5
DKC1	1137	1156	1604	1401	1696	2020	1028	1142	1953
SNORA36A	0	0	0	0	0	0	0	0	0
MIR664B	0	0	0	0	0	0	0	0	0
SNORA56	0	0	0	0	0	0	0	0	0
MPP1	314	278	285	273	282	333	272	242	303
HMGN1P37	0	0	0	0	0	0	0	0	0
SMIM9	0	0	0	0	0	0	0	0	0
F8	189	125	168	137	154	126	152	118	111
H2AFB1	0	0	0	0	0	0	0	0	0
F8A1	112	118	151	95	129	121	80	59	94
MIR1184-1	0	0	0	0	0	0	0	0	0
BX842559.1	0	0	0	0	0	0	0	0	0
EEF1A1P31	0	0	0	0	0	0	1	0	0
BX842559.2	0	0	0	0	0	0	0	0	0
FUNDC2	1250	1209	1359	1313	1549	1377	1236	1310	1351
MTCP1	7	7	7	5	8	13	8	8	10
CMC4	0	0	0	0	0	0	0	0	0
BRCC3	372	388	397	409	435	468	377	393	490
BX293995.1	0	0	0	0	0	0	0	0	0
VBP1	1078	1022	1135	1208	1255	1378	1210	1191	1461
BX682237.1	0	0	0	0	0	0	0	0	0
RAB39B	558	451	772	769	580	818	519	467	863
CLIC2	21	16	19	37	36	29	19	17	18
AC234781.2	0	0	0	0	0	0	0	0	0
AC234781.3	0	0	0	0	0	0	0	0	0
AC234781.4	0	0	0	0	0	0	0	0	0
AC234781.1	0	1	0	2	0	0	0	1	1
AC234781.5	0	0	0	0	0	0	0	0	0
H2AFB2	0	0	0	0	0	0	0	0	0
F8A2	0	0	0	0	0	0	0	0	0
MIR1184-2	0	0	0	0	0	0	0	0	0
F8A3	0	0	0	0	0	1	0	0	1
MIR1184-3	0	0	0	0	0	0	0	0	0
H2AFB3	0	0	0	0	0	0	0	0	0
TMLHE-AS1	0	0	1	2	0	1	0	1	0
BX571846.1	0	0	0	0	0	0	0	0	0
TMLHE	299	272	300	331	304	293	389	318	463
SPRY3	158	124	103	143	198	119	200	147	99
AMD1P2	0	0	0	0	0	0	0	0	0
DPH3P2	0	0	0	0	0	0	0	0	0
VAMP7	752	654	690	858	822	769	751	735	735
ELOCP24	0	0	0	0	0	0	0	0	0
TRPC6P	0	0	0	0	0	0	0	0	0
IL9R	2	0	0	0	0	0	0	0	0
AJ271736.1	0	0	0	0	0	0	0	0	0
WASIR1	0	0	0	0	0	0	0	0	0
WASH6P	78	71	94	43	57	70	64	45	43
DDX11L16	0	0	0	0	0	0	0	0	0
AC144568.1	0	0	0	0	0	1	0	0	0
AC144568.2	0	0	0	0	0	0	0	0	0
AC131281.2	0	0	0	0	0	0	0	0	0
WBP1LP3	0	0	0	0	0	0	0	0	0
OR4F21	0	0	0	0	0	0	0	0	0
SEPT14P8	2	1	1	0	0	0	3	2	0
AC131281.1	0	0	2	0	0	0	0	0	1
RPL23AP53	91	82	100	72	81	82	108	84	97
ZNF596	75	71	67	72	80	53	99	82	83
AC004908.2	2	1	6	4	6	5	4	2	3
AC004908.1	0	0	0	0	0	0	0	0	0
AC004908.3	4	0	1	0	0	1	1	2	0
AC136777.2	0	0	0	0	0	0	0	0	0
AC136777.1	0	0	0	0	0	0	0	0	0
FAM87A	0	0	0	0	1	0	0	1	0
FBXO25	667	495	644	689	619	557	657	538	645
AC083964.1	5	4	2	7	7	5	2	5	3
AC083964.2	0	0	0	0	0	0	0	1	0
TDRP	140	117	134	138	127	134	123	112	112
ERICH1	188	214	221	227	250	260	219	210	226
AC100797.1	0	0	0	0	0	0	0	0	0
DLGAP2	2	0	0	6	7	7	1	2	4
AC100797.4	0	0	0	0	0	0	0	0	0
AC026950.2	0	0	0	0	0	0	0	0	0
AC129915.3	0	0	0	0	0	0	0	0	0
AC110288.1	0	0	0	0	0	0	0	0	0
AF067845.2	0	0	0	0	0	0	0	0	0
AF067845.1	0	0	1	2	2	0	0	0	0
AF067845.5	0	0	0	3	1	1	0	0	0
AF067845.4	0	0	0	0	0	0	0	0	0
DLGAP2-AS1	0	0	0	0	0	0	0	0	0
AC100810.6	0	0	0	0	0	0	0	0	0
AC100810.2	0	0	0	0	0	0	0	0	0
CLN8	604	460	324	468	639	498	1028	804	648
AC100810.3	8	3	6	6	6	4	10	4	4
AC100810.1	223	161	188	200	219	157	338	299	274
KBTBD11-OT1	0	0	1	0	0	1	2	1	2
MIR3674	0	0	0	0	0	0	0	0	0
MIR596	0	0	0	0	0	0	0	0	0
ARHGEF10	3	1	5	7	2	4	12	8	10
AC019257.7	0	0	0	0	1	0	0	0	0
AC019257.1	2	2	4	1	1	1	5	9	13
KBTBD11	98	69	86	75	67	93	317	330	638
AC019257.2	0	0	1	0	1	0	1	0	2
AC245164.1	0	0	0	0	0	0	1	0	0
MYOM2	63	58	70	122	111	115	79	80	100
MIR7160	0	0	0	0	0	0	0	0	0
AC245519.1	0	0	0	0	0	0	0	0	0
AC245519.2	0	0	0	0	0	0	0	0	0
AC245187.2	1	0	0	0	0	0	0	0	0
AC245187.1	0	0	0	0	0	0	0	0	0
AC245123.1	0	0	0	0	0	0	0	0	1
AC246817.2	0	0	0	0	1	1	0	0	0
AC246817.1	0	0	0	0	0	0	0	0	0
CSMD1	0	2	4	5	2	1	12	10	29
AC026991.1	0	0	0	0	0	0	0	0	0
AC026991.2	0	0	0	0	0	0	0	0	0
RNA5SP251	0	0	0	0	0	0	0	0	0
AC022068.1	0	0	0	0	0	0	0	0	0
PAICSP4	0	1	0	1	1	0	0	0	0
AC019176.1	0	0	0	0	0	0	0	0	0
AC019176.2	0	0	1	0	1	0	0	0	0
RN7SL318P	0	0	0	0	0	0	0	0	0
AC007718.1	0	0	0	0	0	0	0	0	0
AC091193.1	0	0	0	0	0	0	0	0	0
RPL23AP54	0	0	0	0	0	0	0	0	0
AC004944.1	0	0	0	0	0	0	0	0	0
AC084768.1	0	0	0	0	0	0	0	0	0
AC084768.2	0	0	0	0	0	0	0	0	0
AC087369.1	0	0	0	0	0	0	0	0	0
RN7SKP159	0	0	0	0	0	0	0	0	0
AC079054.1	0	0	0	0	0	0	0	0	0
AC009435.1	0	0	1	0	0	0	0	0	0
AC016065.1	79	78	100	55	58	61	80	61	72
MCPH1	442	417	513	383	431	524	418	426	651
AC016065.2	0	0	0	0	0	0	0	0	0
ANGPT2	254	261	312	185	189	185	51	54	124
AF287957.1	20	19	41	20	16	25	25	25	33
MCPH1-AS1	39	33	51	26	36	54	40	36	72
MIR8055	0	0	0	0	0	0	0	0	0
AGPAT5	2532	2309	2879	1876	2064	2351	2448	2331	3180
MIR4659A	0	1	1	0	0	0	0	1	0
MIR4659B	0	0	0	0	0	0	0	0	0
XKR5	12	10	42	52	64	102	10	8	47
GS1-24F4.2	1	0	6	1	2	7	0	0	7
DEFB1	0	0	0	0	0	0	0	0	0
RPL23AP96	0	0	0	0	0	1	0	0	0
DEFA6	0	0	0	0	0	0	0	0	0
AF233439.1	0	0	0	0	0	0	0	0	0
DEFA4	0	0	0	0	0	0	0	0	0
DEFA8P	0	0	0	0	0	0	0	0	0
DEFA9P	0	0	0	0	0	0	0	0	0
DEFA10P	0	0	0	0	0	0	0	0	0
DEFA1	0	0	0	0	0	0	0	0	0
DEFT1P	0	0	0	0	0	0	0	0	0
DEFA1B	0	0	0	0	0	0	0	0	0
DEFT1P2	0	0	0	0	0	0	0	0	0
DEFA3	0	0	0	0	0	0	0	0	0
DEFA11P	0	0	0	0	0	0	0	0	0
DEFA7P	0	0	0	0	0	0	0	0	0
DEFA5	0	0	0	0	0	0	0	0	0
AF238378.1	0	0	0	0	0	0	0	0	0
AF228730.5	0	0	0	0	0	0	3	0	0
AF228730.2	0	0	0	0	0	0	0	0	0
RPS3AP30	0	0	0	0	0	0	0	0	0
SNRPCP6	0	0	0	0	0	0	0	0	0
SNRPCP15	0	0	0	0	0	0	0	0	0
RPS3AP33	0	0	0	0	0	0	0	0	0
AF228730.1	0	0	0	0	0	0	0	0	0
AF228730.4	0	0	0	0	0	0	0	0	0
AF228730.6	0	0	0	0	0	0	0	0	0
AF228730.3	0	0	0	0	0	0	0	0	0
OR7E125P	0	0	0	0	0	0	0	0	0
FAM90A15P	0	0	0	0	0	0	0	0	0
FAM90A3P	0	0	0	0	0	0	0	0	0
FAM90A4P	0	0	0	0	0	0	0	0	0
FAM90A13P	0	0	0	0	0	0	0	0	0
FAM90A5P	0	0	0	0	0	0	0	0	0
FAM90A20P	0	0	0	0	0	0	0	0	0
FAM66B	4	5	4	16	22	24	24	11	12
DEFB109B	0	0	0	0	0	0	0	0	0
USP17L1	0	0	0	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0	0	0	0
AC130360.1	0	0	0	0	0	0	0	0	0
ZNF705G	0	0	0	0	0	0	0	0	0
DEFB108C	0	0	0	0	0	0	0	0	0
DEFB4B	0	0	0	0	0	0	0	0	0
HSPD1P3	0	0	0	0	0	1	0	0	0
DEFB103B	0	0	0	0	0	0	0	0	0
SPAG11B	0	0	0	0	0	0	0	0	0
DEFB104B	0	0	0	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0	0	0	0
AC134684.7	0	0	0	0	0	0	0	0	0
PRR23D1	0	0	0	0	0	0	0	0	0
AC134684.10	0	0	0	0	0	0	0	0	0
FAM90A6P	0	0	0	0	0	0	0	0	0
AC134684.11	0	0	0	0	0	0	0	0	0
FAM90A21P	0	0	0	0	0	0	0	0	0
AC134684.8	0	0	0	0	0	0	0	0	0
AC134684.9	0	0	0	0	0	0	0	0	0
OR7E157P	0	0	0	0	0	0	0	0	0
AC134684.1	0	0	0	0	0	0	0	0	0
AC134684.6	0	1	1	1	0	1	0	0	0
AC084121.3	0	0	0	0	0	0	0	0	0
AC084121.4	0	0	0	0	0	0	0	0	0
AC084121.2	0	0	0	0	0	0	0	0	0
OR7E154P	0	0	0	0	0	0	0	0	0
AC084121.9	0	0	0	0	0	0	0	0	0
AC084121.11	0	0	0	0	0	0	0	0	0
AC084121.6	0	0	0	0	0	0	0	0	0
AC084121.12	0	0	0	0	0	0	0	0	0
AC084121.8	0	0	0	0	0	0	0	0	0
AC084121.7	0	0	0	0	0	0	0	0	0
AC084121.5	0	0	0	0	0	0	0	0	0
AC084121.13	0	0	0	0	0	0	0	0	0
AC084121.10	0	0	0	0	0	0	0	0	0
PRR23D2	0	0	0	0	0	0	0	0	0
AC084121.1	0	0	0	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0	0	0	0
DEFB105A	0	0	0	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0	0	0	0
DEFB104A	0	0	0	0	0	0	0	0	0
SPAG11A	0	0	0	0	0	0	0	0	0
DEFB103A	0	0	0	0	0	0	0	0	0
HSPD1P2	0	0	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0	0	0	0
ZNF705B	0	0	0	0	0	0	0	0	0
DEFB108A	0	0	0	0	0	0	0	0	0
FAM66E	1	5	2	0	5	2	2	2	5
AC130365.1	0	0	0	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0	0
USP17L3	0	0	0	0	0	0	0	0	0
DEFB109C	0	0	0	0	0	0	0	0	0
FAM90A11P	0	0	0	0	0	0	0	0	0
FAM90A24P	0	0	0	0	0	0	0	0	0
FAM90A12P	0	0	0	0	0	0	0	0	0
OR7E96P	0	0	0	0	0	0	0	0	0
AC105233.2	0	0	0	0	0	0	0	0	0
AC105233.4	0	0	0	0	0	0	0	0	0
AC105233.5	1	1	1	0	1	2	0	0	1
AC105233.6	0	0	0	0	0	0	0	0	0
AC105233.3	0	0	0	0	0	0	0	0	0
MIR548I3	0	0	0	0	0	0	0	0	0
AC105233.1	0	0	0	0	0	0	0	0	0
SNRPCP17	0	0	0	0	0	0	0	0	0
ENPP7P1	0	0	0	0	0	0	0	0	0
FAM85B	8	4	10	2	8	1	11	3	11
AC068020.1	0	0	0	0	0	0	0	0	0
FAM86B3P	61	47	97	64	60	55	57	48	57
ALG1L13P	0	0	0	0	0	0	0	2	0
PRAG1	1651	1197	1295	961	1045	1027	1185	1049	1335
AC103957.1	0	0	0	0	0	0	0	0	0
AC103957.2	0	0	0	0	0	0	0	0	0
AC114550.2	0	0	0	0	0	0	0	0	0
AC114550.3	0	0	0	0	0	0	0	0	0
AC114550.1	0	0	1	0	0	0	0	0	0
RN7SL178P	0	0	0	0	0	0	0	0	0
CLDN23	16	29	36	26	23	39	38	46	98
AC087269.2	0	0	0	0	2	0	0	0	0
AC087269.1	0	0	0	0	0	0	2	0	0
MFHAS1	1919	1632	1548	1153	1223	1300	1822	1521	1724
RNU6-682P	0	0	0	0	0	0	0	0	0
AC087763.1	0	0	0	0	0	0	0	0	0
RPL10P19	14	11	5	6	8	4	17	19	10
ERI1	421	541	695	728	855	1127	765	879	1362
MIR4660	0	0	0	0	1	0	0	0	0
RNU7-55P	0	0	0	0	0	0	0	0	0
PPP1R3B	263	220	267	313	289	299	286	207	331
AC022784.5	0	2	0	0	4	0	2	0	1
AC022784.1	6	2	4	6	0	4	4	6	6
AC022784.6	0	0	0	0	0	0	2	0	0
AC022784.2	0	0	0	0	0	0	0	0	0
AC022784.4	0	0	0	0	0	0	0	0	0
AC022784.3	0	0	0	0	0	0	0	0	0
RNU6-1151P	0	0	0	0	0	0	0	0	0
AC021736.1	0	0	0	0	0	0	0	0	0
RNU6-526P	0	0	0	0	0	0	0	0	0
AC021242.2	0	0	0	0	0	0	0	0	0
AC021242.1	0	0	0	0	0	0	0	0	0
AC021242.3	28	19	26	30	27	39	27	14	23
TNKS	2860	2179	2339	2569	2636	2554	2676	2440	3029
AC103834.1	0	0	0	0	0	0	0	0	0
MIR597	0	0	0	0	0	0	0	0	0
LINC00599	6	1	3	2	3	0	42	46	15
MIR124-1	0	0	0	0	0	0	0	0	0
AC034111.1	0	1	1	1	1	0	0	0	0
MSRA	590	522	436	423	436	448	742	655	634
AC023385.1	0	0	0	0	0	0	0	0	0
AC079200.1	0	0	0	0	0	0	0	0	0
AC112673.1	0	0	1	0	0	0	0	0	0
AC104964.2	3	4	0	5	1	2	5	4	4
LINCR-0001	6	5	4	4	5	4	12	21	13
AC104964.4	0	0	0	0	0	0	0	0	0
RNU6-729P	1	0	0	0	0	0	0	0	0
AC104964.1	0	0	0	0	0	0	0	0	0
PRSS51	0	2	2	0	0	1	1	0	0
AC104964.3	30	13	12	19	17	13	64	66	40
PRSS55	3	0	0	0	1	0	4	4	2
RP1L1	1	3	3	4	3	2	1	0	4
MIR4286	0	0	0	0	0	0	0	0	0
C8orf74	0	0	0	0	0	0	0	0	0
RNA5SP252	0	0	0	0	0	0	0	0	0
SOX7	6	2	9	5	1	2	5	5	3
PINX1	212	194	249	206	211	227	239	224	303
AC105001.1	0	0	0	0	0	0	0	0	0
MIR1322	0	0	0	0	0	0	0	0	0
AC011008.1	2	1	0	2	1	1	0	0	0
AC011008.2	13	8	6	7	13	6	10	3	6
XKR6	39	25	25	26	35	24	43	24	30
MIR598	0	0	0	0	0	0	0	0	0
AF131215.3	0	0	0	0	0	0	0	0	0
AF131215.6	84	48	44	62	49	37	68	62	46
AF131215.5	135	142	92	94	100	73	140	109	123
AF131215.4	0	0	0	0	0	0	0	0	0
AF131215.2	0	0	0	0	0	0	0	1	0
AF131215.1	0	0	0	0	0	0	0	0	0
AF131215.7	3	0	0	0	0	0	0	1	0
LINC00529	0	0	0	0	0	0	0	0	0
RPL19P13	0	0	0	0	0	0	0	0	0
AF131216.2	0	0	0	0	0	0	0	0	0
AF131216.4	7	5	11	12	12	11	7	0	1
MTMR9	818	691	715	600	611	611	1105	932	1001
AF131216.1	2	1	0	2	0	0	0	1	2
SLC35G5	3	1	4	2	1	0	2	0	0
TDH	4	14	10	2	2	2	27	28	22
AF131216.3	28	19	9	10	17	10	57	58	24
FAM167A-AS1	1	3	1	0	0	0	2	0	0
RN7SL293P	0	0	0	0	0	0	0	0	0
RNU6-1084P	0	0	0	0	0	0	0	0	0
FAM167A	1033	728	325	345	400	310	871	749	669
AF131216.5	0	0	0	0	0	0	0	0	0
BLK	0	0	0	0	0	0	3	2	1
AC022239.1	0	0	1	0	0	0	2	0	0
LINC00208	0	0	0	0	0	0	0	0	0
GATA4	2	0	3	0	0	0	0	0	0
C8orf49	1	0	0	0	0	0	0	0	0
NEIL2	821	762	608	712	785	724	1009	867	786
SUB1P1	0	1	1	1	0	1	4	1	3
FDFT1	10373	8682	6537	5845	7294	4651	7226	6701	3911
AC069185.1	16	15	15	16	8	5	11	6	8
CTSB	22255	18501	22965	16639	18134	16003	25198	20372	24682
AC025857.2	14	7	10	4	6	2	4	5	3
AC025857.1	0	0	0	0	0	0	0	0	0
OR7E158P	0	0	0	2	0	0	0	0	1
OR7E161P	0	0	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0	0	0	0
DEFB134	0	0	2	0	0	1	0	0	0
AC107918.3	0	0	0	0	0	0	0	0	0
DEFB131E	0	1	0	0	0	0	0	0	0
AC107918.4	0	0	4	2	1	1	1	4	0
AC107918.2	0	0	0	0	0	0	0	0	0
AC107918.1	0	0	0	0	0	0	0	0	0
DEFB131C	0	0	0	0	0	0	0	0	0
DEFB130B	0	0	0	0	0	0	0	0	0
RNA5SP253	0	0	0	0	0	0	0	0	0
DEFB108D	0	0	0	0	0	0	0	0	0
ZNF705D	0	0	0	0	0	0	0	0	0
FAM66D	23	14	11	18	27	31	3	4	6
AC130366.1	0	0	0	0	0	0	0	0	0
USP17L7	0	0	0	0	0	0	0	0	0
USP17L2	0	0	0	0	0	0	0	0	0
DEFB109D	0	0	0	0	0	0	0	0	0
FAM90A2P	0	0	0	0	4	0	0	0	0
ALG1L11P	0	0	0	1	2	0	0	0	1
FAM86B1	57	72	84	51	50	55	18	18	26
AC145124.1	24	20	18	27	30	29	6	3	2
ENPP7P12	0	0	0	0	0	0	0	0	0
DEFB131D	0	0	0	0	0	0	0	0	0
DEFB130A	0	0	0	0	0	0	0	0	0
RNA5SP254	0	0	0	0	0	0	0	0	0
DEFB108E	0	0	0	0	0	0	0	0	0
ZNF705CP	0	0	0	0	0	0	0	0	0
FAM66A	23	13	7	16	22	16	15	6	18
AC087203.1	0	0	0	0	0	0	0	0	0
AC087203.2	0	0	0	0	0	0	0	0	0
DEFB109A	0	0	0	0	0	0	0	0	0
AC087203.3	0	1	0	1	2	1	2	4	2
FAM90A25P	0	0	1	1	1	2	0	0	0
ALG1L12P	0	0	0	0	0	0	1	1	0
FAM86B2	5	10	14	8	14	8	4	3	3
ENPP7P6	0	0	0	0	0	0	0	0	0
AC068587.4	2	0	1	0	1	0	0	2	0
AC130352.1	0	2	1	0	0	0	0	0	0
RPS3AP34	0	0	0	2	0	0	0	0	0
AC068587.2	2	3	5	6	7	4	1	0	3
AC068587.8	0	0	0	0	0	0	0	0	0
AC068587.6	0	0	0	0	0	0	0	0	0
RPS3AP35	0	0	0	2	0	0	0	0	0
AC068587.3	0	0	0	0	0	0	0	0	0
AC068587.7	0	0	0	0	0	0	0	0	0
AC068587.5	0	0	0	0	0	0	0	0	0
AC068587.1	0	0	0	0	0	0	0	0	0
OR7E8P	0	0	0	0	0	0	0	0	0
OR7E15P	0	0	0	0	0	0	0	0	0
OR7E10P	0	0	0	0	0	0	1	0	0
MIR5692A2	0	0	0	0	0	0	0	0	0
LONRF1	439	419	540	558	459	639	699	696	1088
MIR3926-1	0	0	0	0	0	0	0	0	0
MIR3926-2	0	0	0	0	0	0	0	0	0
AC123777.1	0	0	0	0	0	0	1	0	1
LINC00681	4	1	0	0	0	0	4	2	2
TRMT9B	66	49	31	185	168	152	169	194	212
AC135352.1	0	0	0	11	6	7	1	2	0
RNU6-842P	0	0	0	0	0	0	0	0	0
DLC1	812	741	611	367	389	424	504	519	485
AC019270.1	0	0	0	0	0	0	0	0	0
MTND4P7	0	0	0	0	0	0	0	0	0
RNA5SP255	0	0	0	0	0	0	0	0	0
C8orf48	21	27	29	25	10	13	30	25	26
AC022832.1	0	0	0	0	0	0	0	0	0
AC022880.2	0	0	0	0	0	0	0	0	0
AC022880.1	0	0	0	0	0	0	0	0	0
AC022690.2	0	0	0	0	0	0	0	0	0
AC022690.1	0	0	0	0	0	0	0	0	0
AC023538.1	0	0	0	0	0	0	0	0	0
SGCZ	0	0	0	0	0	0	0	0	0
AC022039.1	0	0	0	0	0	0	0	0	0
EIF4EP5	0	0	0	0	0	0	0	0	0
RNU7-153P	0	0	0	0	0	0	0	0	0
RNU6-397P	0	0	0	0	0	0	0	0	0
AC040926.1	0	0	0	0	0	0	0	0	0
MIR383	0	0	0	0	0	0	0	0	0
AC084838.1	0	0	0	0	0	0	0	0	0
AC103851.1	0	0	0	0	0	0	0	0	0
TUSC3	1759	1583	2117	1809	1754	2223	1200	1284	2021
AC100850.1	0	0	0	0	0	0	0	0	0
PPM1AP1	0	0	0	0	0	0	0	0	0
AC018437.1	0	0	0	0	0	0	0	0	0
AC018437.2	0	0	0	0	0	0	0	0	0
MSR1	0	0	0	1	1	0	0	0	0
AC087360.1	0	0	0	0	0	0	0	0	0
MRPL49P2	0	0	0	0	0	0	0	0	0
AC011586.2	0	0	0	0	0	0	0	0	0
AC011586.1	0	0	0	0	0	0	0	0	0
RN7SL474P	0	0	0	0	0	0	0	0	0
FGF20	0	1	3	0	0	0	0	0	1
MICU3	47	50	51	47	46	64	52	41	49
AC079193.2	0	1	2	2	2	0	2	3	0
AC079193.1	0	1	0	0	0	0	0	0	0
ZDHHC2	806	719	765	780	772	747	1109	937	980
CNOT7	1528	1466	1591	1607	1766	1611	1517	1475	1808
VPS37A	701	703	691	705	708	702	827	702	862
MTMR7	2	1	2	0	1	1	7	3	3
ADAM24P	0	0	0	0	0	0	0	0	0
SLC7A2	7	6	1	1	0	0	1	0	6
AP006248.2	0	0	0	0	0	0	0	0	0
AP006248.5	0	0	0	0	0	0	0	0	0
AP006248.3	0	0	0	0	0	0	0	0	0
AP006248.4	0	0	0	0	0	0	0	0	0
PDGFRL	4	2	15	1	1	5	5	5	8
AP006248.1	0	0	0	0	0	0	0	0	0
MTUS1	121	111	62	35	47	41	405	357	460
MIR548V	0	0	0	0	0	0	0	0	0
AC124069.1	0	0	0	0	0	0	0	0	0
RNA5SP256	0	0	0	0	0	0	0	0	0
AC027117.2	0	0	0	0	0	0	0	0	0
AC027117.1	1	1	0	0	0	0	5	2	4
FGL1	0	0	0	0	0	1	2	0	1
AC087273.1	0	0	0	0	0	0	0	0	0
AC087273.2	0	0	0	0	0	0	1	1	0
PCM1	2685	2427	2701	3043	3230	3913	2809	3058	3998
ASAH1	5382	4614	4948	4418	4404	3853	6049	5039	4645
AC124242.1	10	12	17	15	12	13	6	14	10
AC124242.2	0	0	0	0	0	0	0	2	0
NAT1	52	63	66	40	40	24	56	56	29
MTND4LP26	0	0	0	0	0	0	0	0	0
NATP	0	0	0	0	0	0	0	0	0
AC025062.1	0	0	0	0	0	0	0	0	0
AC025062.2	0	0	0	0	0	0	0	0	0
AC025062.3	0	0	0	0	0	0	0	0	0
NAT2	0	5	0	0	1	2	2	1	0
PSD3	3452	2529	3185	2962	3284	3045	4073	3530	3794
AC100800.1	0	0	1	0	0	1	0	0	0
RPL35P6	0	0	3	0	0	1	2	0	3
AC087821.2	0	0	0	0	0	0	0	0	0
AC087821.1	0	0	0	1	0	1	0	1	0
AC009884.1	0	0	0	0	0	1	0	0	0
AC009884.2	0	0	0	0	0	0	0	0	0
