	Length
LINC00676	474
LINC00677	584
LINC00678	1165
LINC00680	2969
LINC00681	504
LINC00682	3082
LINC00683	4928
LINC00685	428
LINC00686	332
LINC00687	1078
LINC00689	9158
LINC00690	1365
LINC00691	3446
LINC00692	934
LINC00698	2745
LINC00700	2767
LINC00701	742
LINC00702	6785
LINC00703	2462
LINC00705	1745
LINC00706	699
LINC00707	9833
LINC00708	916
LINC00709	494
LINC00710	4230
LINC00824	4557
LINC00836	3523
LINC00837	4860
LINC00838	2936
LINC00839	2337
LINC00840	3825
LINC00841	2126
LINC00842	2872
LINC00843	711
LINC00844	477
LINC00845	696
LINC00846	1778
LINC00847	2453
LINC00850	685
LINC00851	734
LINC00852	1328
LINC00853	661
LINC00857	2171
LINC00858	2879
LINC00861	5724
LINC00862	3174
LINC00863	3287
LINC00864	775
LINC00865	4272
LINC00866	418
LINC00867	971
LINC00868	1047
LINC00869	8611
LINC00870	3739
LINC00871	1349
LINC00877	4878
LINC00879	1879
LINC00880	2018
LINC00881	1269
LINC00882	3882
LINC00884	2922
LINC00885	1828
LINC00886	3822
LINC00887	4153
LINC00888	2131
LINC00891	4113
LINC00892	1918
LINC00893	3604
LINC00894	6323
LINC00895	1637
LINC00896	2128
LINC00898	4314
LINC00899	4947
LINC00900	4766
LINC00901	1452
LINC00903	223
LINC00904	471
LINC00905	2692
LINC00906	4183
LINC00907	9813
LINC00908	3036
LINC00909	3742
LINC00910	6895
LINC00911	558
LINC00917	3179
LINC00919	1658
LINC00920	2147
LINC00921	2468
LINC00922	2089
LINC00923	7073
LINC00924	2792
LINC00926	3669
LINC00927	3950
LINC00928	1487
LINC00929	1994
LINC00930	1657
LINC00933	3000
LINC00934	2381
LINC00937	5663
LINC00939	6471
LINC00940	2350
LINC00941	1355
LINC00942	2210
LINC00943	3893
LINC00944	1853
LINC00945	753
LINC00951	554
LINC00954	4808
LINC00955	2087
LINC00957	2703
LINC00958	2870
LINC00960	3181
LINC00963	13171
LINC00964	5038
LINC00967	2003
LINC00968	2840
LINC00970	1129
LINC00971	8031
LINC00972	813
LINC00973	962
LINC00974	2141
LINC00982	5600
LINC00987	2696
LINC00989	2231
LINC00992	1144
LINC00993	1175
LINC00994	2129
LINC00996	2171
LINC00997	2646
LINC01001	3823
LINC01002	7765
LINC01003	1764
LINC01004	1131
LINC01005	3508
LINC01006	3964
LINC01007	2641
LINC01010	2583
LINC01011	2811
LINC01012	3490
LINC01013	4206
LINC01014	578
LINC01015	4277
LINC01016	3796
LINC01017	768
LINC01018	3518
LINC01019	3199
LINC01020	2070
LINC01022	394
LINC01023	436
LINC01028	1163
LINC01029	2094
LINC01030	738
LINC01031	779
LINC01033	1261
LINC01034	277
LINC01035	784
LINC01038	428
LINC01039	650
LINC01040	666
LINC01043	6897
LINC01044	657
LINC01046	405
LINC01047	946
LINC01048	511
LINC01049	742
LINC01050	760
LINC01052	496
LINC01053	771
LINC01054	514
LINC01055	1721
LINC01056	1234
LINC01058	448
LINC01060	3202
LINC01063	348
LINC01065	577
LINC01066	399
LINC01067	664
LINC01068	724
LINC01069	546
LINC01070	2829
LINC01072	431
LINC01074	555
LINC01075	370
LINC01076	302
LINC01077	413
LINC01078	387
LINC01079	580
LINC01080	2242
LINC01081	1778
LINC01082	1438
LINC01085	2587
LINC01087	3516
LINC01088	3995
LINC01089	4132
LINC01090	1584
LINC01091	7779
LINC01093	795
LINC01094	2951
LINC01095	2257
LINC01096	1264
LINC01097	2226
LINC01098	1034
LINC01099	1594
LINC01100	740
LINC01101	1884
LINC01102	5098
LINC01103	1457
LINC01104	3370
LINC01105	8200
LINC01106	2774
LINC01107	1975
LINC01108	3697
LINC01109	3081
LINC01111	1663
LINC01114	3751
LINC01115	3778
LINC01116	1783
LINC01117	699
LINC01118	3360
LINC01119	2830
LINC01120	1861
LINC01121	4335
LINC01122	5536
LINC01123	3295
LINC01124	2117
LINC01126	1646
LINC01127	3841
LINC01128	9470
LINC01132	5081
LINC01133	3155
LINC01134	4064
LINC01135	2539
LINC01136	2725
LINC01137	1395
LINC01138	7495
LINC01139	5959
LINC01140	6717
LINC01141	3394
LINC01142	1527
LINC01143	625
LINC01144	1710
LINC01145	6056
LINC01146	2807
LINC01148	1763
LINC01149	2141
LINC01150	1299
LINC01151	571
LINC01152	4019
LINC01153	2864
LINC01154	454
LINC01159	3351
LINC01160	1377
LINC01162	447
LINC01163	3190
LINC01164	3384
LINC01165	1623
LINC01166	2619
LINC01167	604
LINC01168	5254
LINC01169	833
LINC01170	1011
LINC01173	331
LINC01176	818
LINC01177	536
LINC01179	2163
LINC01180	2025
LINC01181	556
LINC01182	2742
LINC01184	6464
LINC01185	2029
LINC01186	626
LINC01187	2314
LINC01189	3321
LINC01191	844
LINC01192	3079
LINC01193	4054
LINC01194	1871
LINC01195	451
LINC01197	6992
LINC01198	5667
LINC01201	561
LINC01202	907
LINC01203	2073
LINC01204	5260
LINC01205	2618
LINC01206	14145
LINC01208	1040
LINC01209	2400
LINC01210	1736
LINC01213	609
LINC01214	335
LINC01215	2592
LINC01216	824
LINC01217	562
LINC01218	481
LINC01219	923
LINC01220	718
LINC01221	662
LINC01222	1785
LINC01224	3296
LINC01225	3555
LINC01226	9848
LINC01227	2141
LINC01228	623
LINC01229	2409
LINC01230	3017
LINC01231	886
LINC01232	6199
LINC01233	685
LINC01234	4484
LINC01235	2576
LINC01237	1601
LINC01238	3961
LINC01239	2568
LINC01241	1453
LINC01242	1966
LINC01243	721
LINC01247	4209
LINC01248	468
LINC01249	3099
LINC01250	2344
LINC01251	486
LINC01252	3793
LINC01254	3225
LINC01255	1983
LINC01256	508
LINC01257	2562
LINC01258	2059
LINC01259	757
LINC01260	1001
LINC01262	879
LINC01264	500
LINC01266	4075
LINC01267	2284
LINC01268	2755
LINC01269	602
LINC01270	3014
LINC01271	2250
LINC01273	894
LINC01276	999
LINC01277	2484
LINC01278	6379
LINC01280	1184
LINC01281	1773
LINC01282	1028
LINC01284	730
LINC01285	3861
LINC01287	4987
LINC01288	1178
LINC01289	3712
LINC01290	502
LINC01291	4176
LINC01293	1266
LINC01297	5269
LINC01298	519
LINC01299	2634
LINC01300	812
LINC01301	4428
LINC01303	5148
LINC01304	3443
LINC01305	3435
LINC01307	1238
LINC01309	492
LINC01310	4015
LINC01311	1445
LINC01312	1364
LINC01315	1267
LINC01318	597
LINC01320	6075
LINC01322	1860
LINC01323	576
LINC01324	844
LINC01326	755
LINC01327	535
LINC01331	568
LINC01332	502
LINC01333	724
LINC01335	389
LINC01336	793
LINC01337	440
LINC01338	632
LINC01339	1044
LINC01340	724
LINC01341	3984
LINC01342	1620
LINC01343	2573
LINC01344	3161
LINC01345	1852
LINC01346	3894
LINC01347	3841
LINC01348	3262
LINC01349	497
LINC01350	1265
LINC01351	607
LINC01352	962
LINC01353	837
LINC01354	2870
LINC01355	5445
LINC01356	1823
LINC01358	6730
LINC01359	6685
LINC01360	4634
LINC01361	1586
LINC01362	1878
LINC01363	1375
LINC01364	889
LINC01365	702
LINC01366	985
LINC01370	822
LINC01374	415
LINC01375	1860
LINC01376	3043
LINC01377	649
LINC01378	4047
LINC01381	466
LINC01385	780
LINC01386	440
LINC01387	603
LINC01388	416
LINC01389	483
LINC01391	3889
LINC01392	565
LINC01393	1830
LINC01394	413
LINC01395	982
LINC01396	527
LINC01397	579
LINC01398	1398
LINC01399	806
LINC01400	947
LINC01402	279
LINC01405	1522
LINC01410	3038
LINC01411	3800
LINC01412	362
LINC01413	772
LINC01415	4134
LINC01416	2310
LINC01419	1521
LINC01422	6787
LINC01423	859
LINC01424	1031
LINC01425	772
LINC01426	3219
LINC01427	6319
LINC01428	874
LINC01429	2326
LINC01431	841
LINC01432	677
LINC01433	697
LINC01435	6148
LINC01436	1048
LINC01438	556
LINC01440	3782
LINC01441	2290
LINC01442	2107
LINC01443	2842
LINC01444	1336
LINC01445	1146
LINC01446	3484
LINC01447	2761
LINC01448	1171
LINC01449	1220
LINC01450	3263
LINC01451	3406
LINC01455	561
LINC01456	708
LINC01460	2860
LINC01465	1940
LINC01467	1187
LINC01470	3409
LINC01471	3707
LINC01473	1450
LINC01474	639
LINC01475	914
LINC01476	1216
LINC01477	1226
LINC01478	2267
LINC01479	715
LINC01480	1722
LINC01481	2119
LINC01482	3686
LINC01483	4173
LINC01484	2815
LINC01485	1839
LINC01486	716
LINC01487	925
LINC01488	4902
LINC01489	605
LINC01490	1478
LINC01491	966
LINC01492	4421
LINC01493	2416
LINC01494	1011
LINC01495	684
LINC01496	460
LINC01497	1481
LINC01498	3143
LINC01499	2821
LINC01500	2430
LINC01501	1180
LINC01502	2746
LINC01503	1594
LINC01504	2458
LINC01505	10944
LINC01506	526
LINC01507	446
LINC01508	1597
LINC01509	449
LINC01510	1691
LINC01511	1692
LINC01513	483
LINC01514	1338
LINC01515	10045
LINC01516	2992
LINC01517	7216
LINC01518	519
LINC01519	2029
LINC01520	1487
LINC01521	1943
LINC01522	429
LINC01523	450
LINC01524	4883
LINC01525	511
LINC01526	520
LINC01527	1997
LINC01529	4415
LINC01531	4107
LINC01532	2019
LINC01533	1853
LINC01534	1138
LINC01535	2187
LINC01537	2450
LINC01538	3153
LINC01539	3458
LINC01541	3105
LINC01543	900
LINC01544	5168
LINC01545	532
LINC01546	674
LINC01547	2656
LINC01548	696
LINC01549	714
LINC01550	5850
LINC01551	2772
LINC01553	4602
LINC01554	2061
LINC01555	2884
LINC01556	466
LINC01558	2146
LINC01559	3953
LINC01560	1253
LINC01561	2176
LINC01562	2366
LINC01563	750
LINC01564	566
LINC01565	2697
LINC01566	2961
LINC01567	2907
LINC01568	6350
LINC01569	5237
LINC01570	1107
LINC01571	955
LINC01572	4752
LINC01574	560
LINC01578	5394
LINC01579	6795
LINC01580	1026
LINC01581	3267
LINC01582	930
LINC01583	2568
LINC01584	1992
LINC01585	1295
LINC01586	2190
LINC01587	1164
LINC01588	14763
LINC01589	548
LINC01591	1240
LINC01592	2840
LINC01593	388
LINC01594	611
LINC01595	710
LINC01596	592
LINC01597	4472
LINC01600	2434
LINC01602	2435
LINC01603	1418
LINC01605	1522
LINC01606	4218
LINC01607	789
LINC01608	752
LINC01609	900
LINC01611	741
LINC01612	469
LINC01613	2780
LINC01614	648
LINC01615	1054
LINC01616	2280
LINC01618	727
LINC01619	3642
LINC01620	1719
LINC01621	481
LINC01623	3098
LINC01624	3611
LINC01625	1690
LINC01626	452
LINC01627	243
LINC01628	397
LINC01629	581
LINC01630	13405
LINC01632	939
LINC01633	1091
LINC01634	2379
LINC01635	1126
LINC01637	684
LINC01638	975
LINC01639	951
LINC01640	550
LINC01641	2273
LINC01643	757
LINC01644	1090
LINC01645	491
LINC01646	1994
LINC01647	1285
LINC01648	1519
LINC01649	1864
LINC01650	1155
LINC01651	350
LINC01653	1728
LINC01654	2471
LINC01655	423
LINC01656	630
LINC01657	1809
LINC01659	1083
LINC01661	708
LINC01664	1354
LINC01665	1241
LINC01666	845
LINC01667	2485
LINC01668	513
LINC01669	1681
LINC01670	1125
LINC01671	1775
LINC01672	2188
LINC01673	468
LINC01674	504
LINC01675	701
LINC01676	2997
LINC01677	2960
LINC01678	867
LINC01679	2798
LINC01680	299
LINC01681	760
LINC01682	385
LINC01683	412
LINC01684	4970
LINC01685	1497
LINC01686	1376
LINC01687	1486
LINC01688	259
LINC01689	2071
LINC01690	576
LINC01691	426
LINC01692	2719
LINC01693	1204
LINC01694	6810
LINC01695	4753
LINC01696	492
LINC01697	4053
LINC01698	892
LINC01699	259
LINC01700	1598
LINC01701	451
LINC01702	805
LINC01703	821
LINC01704	1001
LINC01705	562
LINC01706	748
LINC01707	627
LINC01708	1045
LINC01709	2062
LINC01710	390
LINC01711	967
LINC01712	1044
LINC01713	932
LINC01714	950
LINC01715	978
LINC01716	996
LINC01717	527
LINC01718	391
LINC01719	2458
LINC01720	2216
LINC01721	2376
LINC01722	3033
LINC01723	601
LINC01724	621
LINC01725	5425
LINC01726	1253
LINC01727	2180
LINC01728	524
LINC01729	358
LINC01730	843
LINC01731	420
LINC01732	667
LINC01733	4604
LINC01734	1518
LINC01735	279
LINC01736	654
LINC01737	403
LINC01738	815
LINC01739	2005
LINC01740	332
LINC01741	1666
LINC01742	628
LINC01743	964
LINC01744	2042
LINC01745	372
LINC01746	449
LINC01747	4346
LINC01748	10622
LINC01749	3936
LINC01750	3590
LINC01751	1770
LINC01752	438
LINC01753	644
LINC01754	750
LINC01755	3313
LINC01756	2148
LINC01757	480
LINC01758	458
LINC01760	382
LINC01761	2755
LINC01762	1701
LINC01763	1547
LINC01764	669
LINC01765	491
LINC01766	362
LINC01767	545
LINC01768	476
LINC01770	851
LINC01771	567
LINC01772	3245
LINC01774	595
LINC01775	371
LINC01776	2229
LINC01777	2104
LINC01778	1646
LINC01779	914
LINC01780	751
LINC01781	709
LINC01782	2908
LINC01783	2068
LINC01784	378
LINC01785	1112
LINC01786	513
LINC01787	1994
LINC01788	2086
LINC01789	1196
LINC01790	2852
LINC01791	677
LINC01792	2050
LINC01793	2036
LINC01794	549
LINC01795	813
LINC01796	709
LINC01797	765
LINC01798	1607
LINC01799	824
LINC01800	1977
LINC01801	2266
LINC01802	523
LINC01803	613
LINC01804	2223
LINC01805	572
LINC01806	2377
LINC01807	676
LINC01808	2614
LINC01809	303
LINC01810	411
LINC01811	1135
LINC01812	725
LINC01813	712
LINC01814	12173
LINC01815	1422
LINC01816	662
LINC01817	564
LINC01818	368
LINC01819	2759
LINC01820	570
LINC01821	1532
LINC01822	2098
LINC01823	1451
LINC01824	528
LINC01825	850
LINC01826	584
LINC01827	555
LINC01828	6480
LINC01829	2788
LINC01831	493
LINC01832	553
LINC01833	3872
LINC01834	385
LINC01835	774
LINC01836	870
LINC01837	3829
LINC01838	1657
LINC01839	727
LINC01840	571
LINC01841	1016
LINC01842	768
LINC01843	1107
LINC01844	2237
LINC01845	2012
LINC01846	651
LINC01847	7553
LINC01848	518
LINC01849	654
LINC01850	357
LINC01851	637
LINC01852	1793
LINC01853	444
LINC01854	2213
LINC01855	396
LINC01856	2398
LINC01857	492
LINC01858	2119
LINC01859	1024
LINC01861	537
LINC01862	478
LINC01863	494
LINC01864	1661
LINC01865	1505
LINC01866	201
LINC01867	604
LINC01868	562
LINC01869	1416
LINC01870	390
LINC01871	243
LINC01872	1109
LINC01873	1679
LINC01874	510
LINC01875	660
LINC01876	2716
LINC01877	2473
LINC01878	1124
LINC01879	2338
LINC01880	561
LINC01881	1931
LINC01883	380
LINC01884	440
LINC01885	609
LINC01886	1612
LINC01887	860
LINC01888	683
LINC01889	668
LINC01890	1017
LINC01891	538
LINC01892	815
LINC01893	479
LINC01894	564
LINC01895	404
LINC01896	1732
LINC01897	405
LINC01898	1903
LINC01899	1101
LINC01900	955
LINC01901	1115
LINC01902	11786
LINC01903	2149
LINC01904	861
LINC01905	1248
LINC01906	499
LINC01907	2609
LINC01908	555
LINC01909	1040
LINC01910	2637
LINC01911	806
LINC01912	496
LINC01913	2526
LINC01914	898
LINC01915	6350
LINC01916	559
LINC01917	1716
LINC01918	1009
LINC01919	1076
LINC01920	2528
LINC01921	393
LINC01922	2339
LINC01923	3201
LINC01924	3261
LINC01925	500
LINC01926	478
LINC01927	712
LINC01928	504
LINC01929	3170
LINC01931	2153
LINC01932	573
LINC01933	3745
LINC01934	14668
LINC01935	437
LINC01936	2952
LINC01937	553
LINC01938	1947
LINC01939	759
LINC01940	3489
LINC01941	624
LINC01942	513
LINC01943	1475
LINC01944	416
LINC01945	840
LINC01946	418
LINC01947	566
LINC01948	858
LINC01949	3363
LINC01950	832
LINC01951	1925
LINC01952	362
LINC01953	717
LINC01954	461
LINC01955	792
LINC01956	1110
LINC01957	751
LINC01958	1941
LINC01959	2141
LINC01960	1884
LINC01961	745
LINC01962	411
LINC01963	3148
LINC01964	3137
LINC01965	2479
LINC01966	821
LINC01967	2798
LINC01968	4181
LINC01970	1810
LINC01971	1048
LINC01972	553
LINC01973	4678
LINC01974	494
LINC01975	549
LINC01976	434
LINC01977	1788
LINC01978	1877
LINC01979	5271
LINC01980	2505
LINC01981	2833
LINC01982	308
LINC01983	943
LINC01984	301
LINC01985	436
LINC01986	590
LINC01987	2281
LINC01988	990
LINC01989	1284
LINC01990	1487
LINC01991	1713
LINC01992	1340
LINC01993	2934
LINC01994	1808
LINC01995	621
LINC01996	1273
LINC01997	429
LINC01998	1967
LINC01999	646
LINC02000	640
LINC02001	1504
LINC02002	1675
LINC02003	1833
LINC02004	294
LINC02005	782
LINC02006	2816
LINC02008	2017
LINC02009	2951
LINC02010	1893
LINC02011	3830
LINC02012	1725
LINC02013	526
LINC02014	713
LINC02015	3005
LINC02016	927
LINC02017	474
LINC02018	1862
LINC02019	2060
LINC02020	1165
LINC02021	1974
LINC02022	635
LINC02023	1948
LINC02024	969
LINC02025	360
LINC02026	2335
LINC02027	596
LINC02028	7346
LINC02029	1497
LINC02030	1602
LINC02031	592
LINC02032	391
LINC02033	1344
LINC02034	760
LINC02035	5476
LINC02036	970
LINC02037	1195
LINC02038	984
LINC02039	566
LINC02040	556
LINC02041	246
LINC02042	2022
LINC02043	1832
LINC02044	2502
LINC02045	679
LINC02046	754
LINC02047	1371
LINC02048	1771
LINC02049	747
LINC02050	712
LINC02051	690
LINC02052	2692
LINC02053	940
LINC02054	4058
LINC02055	14681
LINC02056	818
LINC02057	1036
LINC02058	707
LINC02059	2094
LINC02060	1721
LINC02061	335
LINC02062	478
LINC02063	566
LINC02064	671
LINC02065	562
LINC02066	580
LINC02067	2845
LINC02068	3667
LINC02069	2591
LINC02070	1321
LINC02071	1992
LINC02073	5760
LINC02074	885
LINC02075	1754
LINC02076	1871
LINC02077	409
LINC02078	4237
LINC02079	294
LINC02080	3085
LINC02082	710
LINC02084	1096
LINC02085	2051
LINC02086	3858
LINC02087	951
LINC02088	620
LINC02089	682
LINC02090	400
LINC02091	1185
LINC02092	2498
LINC02093	615
LINC02094	520
LINC02096	953
LINC02097	2063
LINC02098	986
LINC02099	5541
LINC02100	238
LINC02101	725
LINC02102	3364
LINC02103	523
LINC02104	599
LINC02105	1253
LINC02106	606
LINC02107	462
LINC02108	1184
LINC02109	2816
LINC02110	546
LINC02111	2312
LINC02112	2487
LINC02113	336
LINC02114	801
LINC02115	432
LINC02116	493
LINC02117	540
LINC02118	759
LINC02119	2573
LINC02120	2008
LINC02121	432
LINC02122	577
LINC02123	885
LINC02124	484
LINC02125	2198
LINC02126	890
LINC02127	903
LINC02128	3991
LINC02129	692
LINC02130	518
LINC02131	419
LINC02132	750
LINC02133	3019
LINC02134	557
LINC02135	2065
LINC02136	530
LINC02137	1776
LINC02138	1326
LINC02139	2005
LINC02140	2051
LINC02141	6586
LINC02142	577
LINC02143	520
LINC02144	592
LINC02145	2923
LINC02146	509
LINC02147	1319
LINC02148	1223
LINC02149	558
LINC02150	2120
LINC02151	921
LINC02152	1281
LINC02153	2059
LINC02154	1557
LINC02155	407
LINC02156	2607
LINC02157	902
LINC02158	897
LINC02159	2323
LINC02160	517
LINC02161	420
LINC02162	574
LINC02163	574
LINC02164	272
LINC02165	443
LINC02166	721
LINC02167	1989
LINC02168	352
LINC02169	854
LINC02171	1033
LINC02172	2264
LINC02173	521
LINC02174	553
LINC02175	1875
LINC02176	598
LINC02177	5298
LINC02178	425
LINC02179	3673
LINC02180	1010
LINC02181	4083
LINC02182	498
LINC02183	1732
LINC02184	552
LINC02185	1101
LINC02186	885
LINC02188	5840
LINC02189	506
LINC02190	568
LINC02191	518
LINC02192	1325
LINC02193	3723
LINC02195	294
LINC02196	2351
LINC02197	2767
LINC02198	1196
LINC02199	3543
LINC02200	950
LINC02201	3141
LINC02202	3214
LINC02203	3373
LINC02204	3206
LINC02205	239
LINC02206	719
LINC02207	1572
LINC02208	3385
LINC02209	2957
LINC02210	15578
LINC02210-CRHR1	2771
LINC02211	4807
LINC02212	2130
LINC02213	1103
LINC02214	707
LINC02215	543
LINC02216	581
LINC02217	979
LINC02218	1527
LINC02219	454
LINC02220	270
LINC02221	499
LINC02222	1039
LINC02223	6144
LINC02224	806
LINC02225	4069
LINC02226	1587
LINC02227	3748
LINC02228	3875
LINC02229	661
LINC02230	301
LINC02231	447
LINC02232	4460
LINC02233	358
LINC02234	829
LINC02235	1343
LINC02236	2933
LINC02237	2402
LINC02238	819
LINC02239	2290
LINC02240	7412
LINC02241	1926
LINC02242	641
LINC02243	961
LINC02244	323
LINC02245	2928
LINC02246	3635
LINC02247	743
LINC02248	949
LINC02249	5281
LINC02250	2491
LINC02251	1471
LINC02252	487
LINC02253	989
LINC02254	1726
LINC02255	199
LINC02256	909
LINC02257	998
LINC02258	777
LINC02259	594
LINC02260	2216
LINC02261	2802
LINC02262	735
LINC02263	881
LINC02264	576
LINC02265	957
LINC02266	1151
LINC02267	2423
LINC02268	1659
LINC02269	605
LINC02270	968
LINC02271	829
LINC02272	607
LINC02273	2011
LINC02274	1174
LINC02275	4365
LINC02276	138
LINC02277	675
LINC02278	500
LINC02279	737
LINC02280	3816
LINC02281	375
LINC02282	1655
LINC02283	474
LINC02284	846
LINC02285	943
LINC02286	285
LINC02287	1384
LINC02288	2924
LINC02289	2793
LINC02290	1214
LINC02291	1938
LINC02292	1701
LINC02293	853
LINC02294	497
LINC02295	374
LINC02296	544
LINC02297	1493
LINC02298	1177
LINC02299	608
LINC02300	665
LINC02301	1754
LINC02302	2904
LINC02303	1144
LINC02304	445
LINC02305	476
LINC02306	2989
LINC02307	257
LINC02308	637
LINC02309	207
LINC02310	572
LINC02311	937
LINC02312	3104
LINC02313	550
LINC02314	516
LINC02315	696
LINC02316	768
LINC02317	426
LINC02318	1971
LINC02319	349
LINC02320	454
LINC02321	384
LINC02322	338
LINC02323	1603
LINC02324	1442
LINC02325	2014
LINC02326	2051
LINC02327	1986
LINC02328	1568
LINC02329	511
LINC02330	555
LINC02331	602
LINC02332	386
LINC02333	852
LINC02334	4959
LINC02335	659
LINC02336	330
LINC02337	374
LINC02338	2753
LINC02339	752
LINC02340	1098
LINC02341	1870
LINC02342	461
LINC02343	573
LINC02344	644
LINC02345	2448
LINC02346	2355
LINC02347	2835
LINC02348	489
LINC02349	963
LINC02351	289
LINC02352	1901
LINC02353	849
LINC02354	944
LINC02355	2520
LINC02356	353
LINC02357	1622
LINC02358	465
LINC02359	6477
LINC02360	657
LINC02361	1484
LINC02362	2767
LINC02363	2353
LINC02364	687
LINC02365	1268
LINC02366	752
LINC02367	4388
LINC02368	1656
LINC02369	996
LINC02370	2009
LINC02371	567
LINC02372	1486
LINC02373	423
LINC02374	1211
LINC02375	852
LINC02376	724
LINC02377	914
LINC02378	1003
LINC02379	300
LINC02380	1038
LINC02381	2310
LINC02382	614
LINC02383	582
LINC02384	2695
LINC02385	428
LINC02386	1062
LINC02387	868
LINC02388	2387
LINC02389	5740
LINC02390	560
LINC02391	800
LINC02392	1122
LINC02393	2311
LINC02394	2381
LINC02395	4701
LINC02396	2459
LINC02397	10626
LINC02398	431
LINC02399	400
LINC02400	408
LINC02401	3149
LINC02402	1212
LINC02403	484
LINC02404	1188
LINC02405	1465
LINC02406	546
LINC02407	1201
LINC02408	2954
LINC02409	576
LINC02410	393
LINC02411	1418
LINC02412	1269
LINC02413	1251
LINC02414	494
LINC02415	1315
LINC02416	540
LINC02417	515
LINC02418	4708
LINC02419	1713
LINC02420	741
LINC02421	3135
LINC02422	852
LINC02423	460
LINC02424	1264
LINC02425	376
LINC02426	1372
LINC02427	1252
LINC02428	923
LINC02429	749
LINC02430	476
LINC02431	3632
LINC02432	3750
LINC02433	1493
LINC02434	677
LINC02435	584
LINC02436	2526
LINC02437	911
LINC02438	641
LINC02439	450
LINC02440	680
LINC02441	552
LINC02442	574
LINC02443	1393
LINC02444	1256
LINC02445	459
LINC02446	868
LINC02447	3763
LINC02448	583
LINC02449	1397
LINC02450	1003
LINC02451	811
LINC02452	2982
LINC02453	1918
LINC02454	895
LINC02455	496
LINC02456	1323
LINC02457	596
LINC02458	2941
LINC02459	474
LINC02460	536
LINC02461	836
LINC02462	430
LINC02463	497
LINC02464	368
LINC02465	2477
LINC02466	2456
LINC02468	633
LINC02469	741
LINC02470	979
LINC02471	5451
LINC02472	575
LINC02473	2195
LINC02474	1366
LINC02475	2823
LINC02476	1994
LINC02477	1417
LINC02478	614
LINC02479	630
LINC02480	612
LINC02482	1167
LINC02483	1143
LINC02484	989
LINC02485	981
LINC02487	3867
LINC02488	652
LINC02489	354
LINC02490	601
LINC02492	1266
LINC02493	1704
LINC02494	427
LINC02495	5643
LINC02496	584
LINC02497	507
LINC02498	1065
LINC02499	1193
LINC02500	493
LINC02501	426
LINC02502	642
LINC02503	812
LINC02504	4949
LINC02505	1626
LINC02506	734
LINC02507	1028
LINC02508	426
LINC02509	691
LINC02510	1576
LINC02511	1935
LINC02512	429
LINC02513	500
LINC02514	498
LINC02515	536
LINC02516	1771
LINC02517	1805
LINC02518	607
LINC02519	2685
LINC02520	537
LINC02521	1831
LINC02522	256
LINC02523	2963
LINC02525	1505
LINC02526	419
LINC02527	762
LINC02528	1388
LINC02529	1155
LINC02530	894
LINC02531	593
LINC02532	6750
LINC02533	2272
LINC02534	283
LINC02535	2513
LINC02536	625
LINC02537	2065
LINC02538	4569
LINC02539	950
LINC02540	570
LINC02541	2145
LINC02542	822
LINC02543	845
LINC02544	544
LINC02545	306
LINC02546	896
LINC02547	3308
LINC02548	1458
LINC02549	674
LINC02550	1345
LINC02551	2255
LINC02552	1289
LINC02553	734
LINC02554	5052
LINC02555	1951
LINC02556	346
LINC02557	477
LINC02558	336
LINC02559	188
LINC02560	459
LINC02561	692
LINC02562	1033
LINC02563	277
LINC02564	1008
LINC02565	478
LINC02567	448
LINC02568	2230
LINC02569	851
LINC02570	799
LINC02571	536
LINC02572	2101
LINC02573	864
LINC02574	441
LINC02575	912
LINC02576	1133
LINC02577	4271
LINC02578	256
LINC02579	1929
LINC02580	952
LINC02582	2275
LINC02583	1483
LINC02584	1004
LINC02585	196
LINC02586	748
LINC02587	697
LINC02588	1483
LINC02590	569
LINC02591	5243
LINC02593	4152
LINC02594	549
LINC02595	375
LINC02596	821
LINC02598	562
LINC02599	3549
LINC02600	4525
LINC02601	835
LINC02603	1319
LINC02604	3441
LINC02605	2994
LINC02606	2623
LINC02607	2182
LINC02608	511
LINC02609	4212
LINC02610	2906
LINC02611	2101
LINC02612	1354
LINC02613	1768
LINC02614	6732
LINC02615	3283
LINC02616	2534
LINC2194	960
LINCMD1	462
LINCR-0001	1271
LINGO1	4902
LINGO1-AS1	2720
LINGO1-AS2	663
LINGO2	3480
LINGO3	2241
LINGO4	3379
LINP1	4118
LINS1	7790
LIPA	4910
LIPC	5184
LIPC-AS1	2231
LIPE	5206
LIPE-AS1	4208
LIPF	2348
LIPG	13112
LIPH	4122
LIPI	1744
LIPJ	4528
LIPK	1230
LIPM	1511
LIPN	1197
LIPT1	2279
LIPT1P1	1186
LIPT2	1187
LITAF	5060
LIVAR	384
LIX1	4115
LIX1-AS1	1793
LIX1L	3975
LIX1L-AS1	3248
LKAAEAR1	868
LL22NC01-81G9.3	992
LL22NC03-63E9.3	3111
LLCFC1	923
LLGL1	6638
LLGL2	7909
LLPH	7993
LLPH-DT	623
LLPHP1	367
LLPHP2	396
LMAN1	6767
LMAN1L	4108
LMAN2	2357
LMAN2L	2709
LMBR1	11819
LMBR1L	6047
LMBRD1	8791
LMBRD2	8421
LMCD1	9130
LMCD1-AS1	6458
LMF1	8233
LMF1-AS1	1448
LMF2	3054
LMLN	8692
LMLN-AS1	542
LMLN2	3229
LMNA	6985
LMNB1	3633
LMNB1-DT	914
LMNB2	5432
LMNTD1	3083
LMNTD2	2934
LMO1	1690
